annual_income,emp_length,loan_dollar_amount,monthly_term,purpose,home_ownership,debt_to_income_ratio,monthly_installment,int_rate,total_accounts,total_payment,loan_status,grade,sub_grade
20000,< 1 year,3200,36,educational,rent,0.0675,112.51,0.16,14,4041,Fully Paid,E,E2
55000,< 1 year,3000,36,educational,rent,0.0231,105.97,0.1633,7,3814,Fully Paid,F,F2
77700,5 years,2400,36,educational,rent,0.0125,81.05,0.1316,36,2571,Fully Paid,C,C3
42000,< 1 year,4000,36,educational,rent,0.0386,135.21,0.1322,15,4666,Fully Paid,C,C2
35780,2 years,1500,36,educational,rent,0.0169,50.44,0.1286,13,1816,Fully Paid,D,D1
65000,1 year,7000,36,educational,mortgage,0.0426,230.8,0.1149,16,8303,Fully Paid,B,B4
25000,4 years,1600,36,educational,mortgage,0.0253,52.66,0.1136,14,1896,Fully Paid,B,B5
57600,10+ years,10000,36,educational,mortgage,0.0703,337.45,0.1311,13,10694,Fully Paid,C,C2
100000,3 years,10000,36,educational,mortgage,0.0403,336.18,0.1284,23,12095,Fully Paid,C,C2
82600,4 years,10800,36,educational,rent,0.0505,347.27,0.0976,31,12136,Fully Paid,B,B2
50000,2 years,5000,36,educational,rent,0.0393,163.77,0.1103,6,5895,Fully Paid,C,C1
39000,< 1 year,5600,36,educational,rent,0.0582,189.31,0.1323,34,3968,Charged Off,C,C1
32108,4 years,2500,36,educational,rent,0.0327,87.51,0.1568,9,792,Charged Off,E,E1
18500,10+ years,5000,36,educational,mortgage,0.1036,159.74,0.0932,19,5750,Fully Paid,A,A4
102300,9 years,8800,36,educational,mortgage,0.0341,290.52,0.1158,44,10442,Fully Paid,B,B3
64800,10+ years,2400,36,educational,mortgage,0.0150,81.14,0.1323,24,2807,Fully Paid,C,C1
35000,9 years,2500,36,educational,own,0.0283,82.43,0.1148,16,2544,Fully Paid,B,B2
85000,1 year,5000,36,educational,own,0.0241,170.38,0.1379,6,6134,Fully Paid,C,C5
50400,< 1 year,6000,36,educational,own,0.0492,206.79,0.1459,35,7411,Fully Paid,D,D1
39996,2 years,10000,36,educational,rent,0.0948,316.11,0.0859,7,11210,Fully Paid,A,A4
18240,< 1 year,3200,36,educational,rent,0.0676,102.71,0.0963,7,3697,Fully Paid,A,A5
42230.04,1 year,5500,36,educational,rent,0.0502,176.52,0.0963,28,6374,Fully Paid,A,A5
35000,< 1 year,2500,36,educational,rent,0.0267,77.78,0.0751,8,2800,Fully Paid,A,A4
55000,2 years,3000,36,educational,rent,0.0211,96.64,0.0988,34,3477,Fully Paid,B,B1
39600,5 years,19000,36,educational,rent,0.1875,618.64,0.1062,13,22063,Fully Paid,B,B3
7800,1 year,1000,36,educational,rent,0.0506,32.92,0.1136,13,1069,Fully Paid,B,B5
174000,8 years,12000,36,educational,rent,0.0277,401.6,0.1253,12,14457,Fully Paid,B,B5
30000,< 1 year,5000,36,educational,rent,0.0656,164.02,0.1114,12,5905,Fully Paid,B,B1
30000,< 1 year,2000,36,educational,rent,0.0261,65.25,0.1075,23,2341,Fully Paid,B,B2
60000,2 years,3000,36,educational,rent,0.0199,99.5,0.1189,23,3567,Fully Paid,B,B4
40000,< 1 year,5000,36,educational,rent,0.0494,164.56,0.1136,17,5925,Fully Paid,B,B5
13806,6 years,4750,36,educational,rent,0.1386,159.44,0.1273,7,5740,Fully Paid,C,C1
45000,5 years,1300,36,educational,rent,0.0118,44.19,0.1361,4,1581,Fully Paid,C,C2
12600,2 years,2500,36,educational,rent,0.0804,84.37,0.1311,8,2654,Fully Paid,C,C2
31000,1 year,6450,36,educational,rent,0.0858,221.77,0.1442,6,7276,Fully Paid,D,D2
50004,5 years,5300,36,educational,rent,0.0437,182.23,0.1442,10,6667,Fully Paid,D,D2
30996,1 year,2600,36,educational,rent,0.0348,89.8,0.1474,24,3233,Fully Paid,D,D3
30000,1 year,6400,36,educational,rent,0.0900,225.01,0.16,10,7678,Fully Paid,E,E2
80000,4 years,25000,36,educational,mortgage,0.1249,832.5,0.1218,29,7483,Charged Off,B,B4
68004,5 years,4000,36,educational,mortgage,0.0234,132.66,0.1189,23,4048,Charged Off,B,B4
94000,5 years,8400,36,educational,mortgage,0.0361,282.4,0.1284,30,5540,Charged Off,C,C2
121900,9 years,15000,36,educational,mortgage,0.0374,379.94,0.1347,41,13249,Charged Off,C,C4
105900,10+ years,24000,36,educational,mortgage,0.0558,492.76,0.1608,61,10347,Charged Off,F,F2
86500,< 1 year,25000,36,educational,own,0.1178,849.22,0.1357,6,24987,Charged Off,C,C3
30000,< 1 year,5000,36,educational,own,0.0669,167.34,0.1253,10,4918,Charged Off,C,C1
40000,4 years,6000,36,educational,rent,0.0572,190.63,0.0894,13,5092,Charged Off,A,A5
55000,3 years,9500,36,educational,rent,0.0650,297.7,0.08,22,3295,Charged Off,A,A3
88712,2 years,16000,36,educational,rent,0.0708,523.42,0.1095,36,2608,Charged Off,B,B1
37760,3 years,12875,36,educational,rent,0.1369,430.88,0.1253,19,1831,Charged Off,B,B5
30000,3 years,5600,36,educational,rent,0.0733,183.2,0.1095,11,6605,Charged Off,B,B1
30000,2 years,6600,36,educational,rent,0.0919,229.87,0.1533,11,5658,Charged Off,D,D3
112123,2 years,12800,36,educational,mortgage,0.0435,406.68,0.0894,38,13418,Fully Paid,A,A5
155800,2 years,18000,36,educational,mortgage,0.0456,591.54,0.1126,13,20813,Fully Paid,B,B2
60000,2 years,10000,36,educational,mortgage,0.0666,333.15,0.1221,12,11846,Fully Paid,B,B5
157200,1 year,20000,36,educational,mortgage,0.0508,666,0.1218,27,23303,Fully Paid,B,B4
99473,10+ years,8500,36,educational,mortgage,0.0339,280.62,0.1158,27,10102,Fully Paid,B,B3
189996,10+ years,8000,36,educational,mortgage,0.0171,270.17,0.1316,34,9726,Fully Paid,C,C3
155796,4 years,25000,36,educational,mortgage,0.0653,848.11,0.1348,15,30392,Fully Paid,C,C3
85000,1 year,25000,36,educational,mortgage,0.1181,836.66,0.1253,36,30120,Fully Paid,C,C1
90000,1 year,1500,36,educational,mortgage,0.0067,50.43,0.1284,40,1787,Fully Paid,C,C2
55000,4 years,1600,36,educational,mortgage,0.0119,54.53,0.1379,29,1923,Fully Paid,C,C5
30000,< 1 year,6000,36,educational,mortgage,0.0815,203.82,0.1357,15,7337,Fully Paid,C,C3
100000,7 years,5000,36,educational,mortgage,0.0206,171.53,0.1426,29,5271,Fully Paid,C,C5
75000,1 year,18000,36,educational,mortgage,0.0978,611.44,0.1357,22,22012,Fully Paid,C,C3
50000,10+ years,2500,36,educational,mortgage,0.0204,84.98,0.1361,24,2964,Fully Paid,C,C2
124000,9 years,11000,36,educational,mortgage,0.0365,377.37,0.1426,49,13494,Fully Paid,C,C5
63000,< 1 year,15000,36,educational,mortgage,0.0969,508.84,0.1347,38,18318,Fully Paid,C,C4
145000,8 years,3000,36,educational,mortgage,0.0090,108.3,0.179,54,3914,Fully Paid,F,F3
15000,2 years,5000,36,educational,own,0.1366,170.69,0.1392,13,5058,Fully Paid,C,C4
54000,5 years,2400,36,educational,rent,0.0167,75.21,0.08,16,2707,Fully Paid,A,A3
17000,< 1 year,4750,36,educational,rent,0.1071,151.75,0.0932,37,5463,Fully Paid,A,A4
38004,8 years,5000,36,educational,rent,0.0507,160.48,0.0963,19,5764,Fully Paid,A,A5
37500,< 1 year,1800,36,educational,rent,0.0183,57.19,0.0894,22,1939,Fully Paid,A,A5
33000,2 years,7000,36,educational,rent,0.0822,226.14,0.1008,20,8141,Fully Paid,B,B3
80607,2 years,6000,36,educational,rent,0.0298,199.89,0.1221,32,6415,Fully Paid,B,B5
200000,5 years,10000,36,educational,rent,0.0197,329.12,0.1136,18,11840,Fully Paid,B,B5
104000,3 years,12000,36,educational,rent,0.0461,399.78,0.1221,29,14216,Fully Paid,B,B5
38000,8 years,4500,36,educational,rent,0.0464,146.97,0.1083,29,5255,Fully Paid,B,B3
132444,4 years,2000,36,educational,rent,0.0060,65.83,0.1136,23,2134,Fully Paid,B,B5
70000,< 1 year,14000,36,educational,rent,0.0576,336.03,0.1126,6,12097,Fully Paid,B,B2
45000,2 years,8000,36,educational,rent,0.0714,267.73,0.1253,17,9504,Fully Paid,C,C1
50000,2 years,4800,36,educational,rent,0.0389,162.25,0.1322,11,6060,Fully Paid,C,C2
50750.54,2 years,7500,36,educational,rent,0.0512,216.45,0.1191,23,7000,Fully Paid,C,C3
58000,4 years,15000,36,educational,rent,0.1048,506.56,0.1316,10,18236,Fully Paid,C,C3
50000,< 1 year,4000,36,educational,rent,0.0325,135.21,0.1322,8,4477,Fully Paid,C,C2
17000,< 1 year,1450,36,educational,rent,0.0344,48.77,0.1287,8,1771,Fully Paid,C,C1
60000,1 year,10000,36,educational,rent,0.0676,338.01,0.1322,12,12169,Fully Paid,C,C2
105400,1 year,24000,36,educational,rent,0.0922,809.88,0.1311,8,29157,Fully Paid,C,C2
33996,1 year,5500,36,educational,rent,0.0659,186.58,0.1347,13,6717,Fully Paid,C,C4
120000,4 years,20000,36,educational,rent,0.0686,686.12,0.1426,26,24700,Fully Paid,C,C5
175000,9 years,3500,36,educational,rent,0.0080,116.1,0.1191,7,4180,Fully Paid,C,C3
32000,10+ years,5000,36,educational,rent,0.0628,167.34,0.1253,33,6024,Fully Paid,C,C1
58000,6 years,18000,36,educational,rent,0.1263,610.64,0.1348,10,20893,Fully Paid,C,C3
20000,7 years,2500,36,educational,rent,0.0502,83.67,0.1253,13,3003,Fully Paid,C,C1
41000,1 year,7000,36,educational,rent,0.0686,234.27,0.1253,8,8433,Fully Paid,C,C1
10000,1 year,1750,36,educational,rent,0.0729,60.71,0.1505,11,2186,Fully Paid,D,D4
36000,1 year,6000,36,educational,rent,0.0698,209.32,0.1545,35,7271,Fully Paid,E,E5
48000,5 years,12000,36,educational,rent,0.1055,421.89,0.16,23,12622,Fully Paid,E,E2
70000,1 year,14000,60,educational,mortgage,0.0340,198.59,0.1595,35,7225,Charged Off,D,D4
45000,2 years,8400,60,educational,rent,0.0512,192.12,0.1323,11,1774,Charged Off,C,C1
72000,5 years,8400,60,educational,rent,0.0326,195.37,0.1398,17,1904,Charged Off,C,C3
6000,7 years,1000,60,educational,rent,0.0483,24.16,0.157,17,162,Charged Off,D,D4
42000,< 1 year,1500,60,educational,rent,0.0108,37.74,0.1756,4,2030,Charged Off,E,E4
27000,2 years,3000,60,educational,rent,0.0305,68.62,0.1323,5,4117,Fully Paid,C,C1
30000,6 years,8000,60,educational,rent,0.0824,206.08,0.1867,5,9405,Fully Paid,F,F2
59356,< 1 year,5000,60,educational,rent,0.0275,136.03,0.2127,6,8162,Fully Paid,G,G4
44400,< 1 year,10000,60,educational,rent,0.0651,240.96,0.1558,21,11660,Charged Off,D,D3
51000,2 years,12000,60,educational,rent,0.0418,177.55,0.1149,21,10510,Fully Paid,B,B4
25200,1 year,3400,60,educational,rent,0.0390,81.93,0.1558,6,4582,Fully Paid,D,D3
25000,5 years,4000,60,educational,rent,0.0472,98.24,0.1645,10,5894,Fully Paid,E,E1
41000,10+ years,7200,60,educational,mortgage,0.0459,156.98,0.1112,27,9419,Fully Paid,B,B3
52400,3 years,10500,60,educational,rent,0.0550,240.15,0.1323,11,11491,Fully Paid,C,C1
44400,2 years,15000,36,house,mortgage,0.1451,536.81,0.1727,16,17995,Fully Paid,D,D3
100000,1 year,6600,36,house,mortgage,0.0255,212.69,0.0991,30,7276,Fully Paid,B,B1
45000,10+ years,4000,60,house,rent,0.0282,105.78,0.1991,11,1776,Charged Off,E,E4
57600,6 years,8000,36,house,rent,0.0507,243.49,0.0603,12,8765,Fully Paid,A,A1
60000,7 years,15000,36,house,rent,0.0913,456.54,0.0603,27,16435,Fully Paid,A,A1
150000,< 1 year,26400,60,house,mortgage,0.0313,391.51,0.1427,20,22497,Fully Paid,C,C2
108000,2 years,8000,36,house,own,0.0309,278.39,0.1527,19,3394,Charged Off,C,C4
200000,4 years,5000,36,house,rent,0.0093,155.38,0.0743,2,5174,Fully Paid,A,A2
65000,7 years,15000,36,house,mortgage,0.0890,482.32,0.0976,12,2410,Charged Off,B,B2
30000,< 1 year,4750,36,house,mortgage,0.0610,152.45,0.0963,15,472,Charged Off,A,A5
19200,8 years,1400,36,house,mortgage,0.0303,48.47,0.1491,4,1210,Charged Off,D,D2
26000,< 1 year,10000,36,house,mortgage,0.1633,353.8,0.1645,21,8567,Charged Off,E,E1
45600,4 years,2500,36,house,mortgage,0.0247,94.02,0.2086,3,2672,Charged Off,G,G4
32004,3 years,10000,36,house,rent,0.1278,340.76,0.1379,17,2725,Charged Off,C,C5
40000,1 year,6500,36,house,rent,0.0659,219.71,0.1322,23,1975,Charged Off,C,C2
95000,10+ years,9000,36,house,rent,0.0394,312.23,0.1505,33,4991,Charged Off,D,D4
53000,2 years,4000,36,house,rent,0.0315,139.32,0.1533,9,3164,Charged Off,D,D3
60000,1 year,6500,36,house,rent,0.0450,225.2,0.1496,11,4428,Charged Off,D,D2
26000,10+ years,10000,36,house,rent,0.1637,354.7,0.1663,5,7093,Charged Off,E,E4
29000,2 years,2500,36,house,rent,0.0348,84.05,0.1284,11,275,Charged Off,C,C2
68000,2 years,9600,36,house,rent,0.0549,310.9,0.1025,17,6529,Charged Off,B,B2
53979,5 years,25000,36,house,mortgage,0.1795,807.62,0.1008,33,29350,Fully Paid,B,B3
43000,5 years,6000,36,house,rent,0.0543,194.71,0.1039,33,6817,Fully Paid,B,B4
64000,1 year,10000,36,house,rent,0.0620,330.53,0.1166,22,11873,Fully Paid,C,C3
54000,10+ years,10000,36,house,mortgage,0.0695,312.91,0.079,42,11264,Fully Paid,A,A4
36538.32,2 years,2500,36,house,mortgage,0.0252,76.76,0.0662,15,2728,Fully Paid,A,A2
111000,3 years,5150,36,house,mortgage,0.0171,158.13,0.0662,11,5357,Fully Paid,A,A2
124000,4 years,16000,36,house,mortgage,0.0471,486.97,0.0603,23,16771,Fully Paid,A,A1
31000,4 years,12000,36,house,mortgage,0.1401,361.92,0.0542,37,13029,Fully Paid,A,A1
46500,8 years,6000,36,house,mortgage,0.0484,187.69,0.0788,27,6632,Fully Paid,A,A5
75000,< 1 year,12000,36,house,mortgage,0.0592,370.09,0.0692,26,12969,Fully Paid,A,A3
74000,< 1 year,7625,36,house,mortgage,0.0379,233.84,0.0654,27,8383,Fully Paid,A,A4
52000,2 years,10000,36,house,mortgage,0.0729,316.11,0.0859,13,11380,Fully Paid,A,A4
95000,10+ years,12000,36,house,mortgage,0.0470,372.12,0.0729,57,13397,Fully Paid,A,A4
85000,2 years,8000,36,house,mortgage,0.0351,248.89,0.0751,25,8050,Fully Paid,A,A4
75000,3 years,16000,36,house,mortgage,0.0786,491.26,0.0662,29,17685,Fully Paid,A,A2
75400,3 years,6000,36,house,mortgage,0.0298,187.32,0.0774,31,6499,Fully Paid,A,A3
85000,2 years,8000,36,house,mortgage,0.0370,262.43,0.1114,25,8218,Fully Paid,B,B1
62000,2 years,20000,36,house,mortgage,0.1254,647.7,0.1025,22,22394,Fully Paid,B,B2
85000,4 years,15000,36,house,mortgage,0.0682,483.16,0.0988,26,15124,Fully Paid,B,B1
38000,10+ years,10000,36,house,mortgage,0.1024,324.42,0.1037,26,11622,Fully Paid,B,B3
65379,5 years,10000,36,house,mortgage,0.0596,324.51,0.1039,33,11599,Fully Paid,B,B4
25920,7 years,11325,36,house,mortgage,0.1708,368.9,0.1065,12,13191,Fully Paid,B,B2
75000,< 1 year,24000,36,house,mortgage,0.1272,795.22,0.1183,17,24913,Fully Paid,B,B3
60000,10+ years,1750,36,house,mortgage,0.0113,56.46,0.0999,40,2033,Fully Paid,B,B4
34800,5 years,3000,36,house,mortgage,0.0333,96.68,0.0991,10,3073,Fully Paid,B,B1
75000,9 years,9600,36,house,mortgage,0.0500,312.58,0.1062,29,11254,Fully Paid,B,B3
45000,10+ years,15000,36,house,mortgage,0.1349,505.85,0.1306,32,18210,Fully Paid,C,C2
105000,10+ years,5000,36,house,mortgage,0.0197,172.48,0.1465,12,6209,Fully Paid,C,C3
68553,1 year,15000,36,house,mortgage,0.0895,511.56,0.1385,20,17575,Fully Paid,C,C4
26000,9 years,14500,36,house,mortgage,0.2307,499.89,0.1461,8,17479,Fully Paid,D,D1
52320,10+ years,15000,36,house,mortgage,0.1157,504.4,0.1286,16,18079,Fully Paid,D,D1
120000,10+ years,5000,36,house,mortgage,0.0176,175.77,0.1599,35,6327,Fully Paid,D,D2
15000,3 years,3700,36,house,own,0.0946,118.21,0.0932,16,4152,Fully Paid,A,A4
31200,< 1 year,4350,36,house,own,0.0509,132.32,0.0599,6,4642,Fully Paid,A,A2
150000,10+ years,24500,36,house,own,0.0649,811.79,0.1183,16,24742,Fully Paid,B,B3
170000,10+ years,21000,36,house,own,0.0509,720.43,0.1426,10,21250,Fully Paid,C,C5
42000,4 years,10000,36,house,own,0.0986,344.95,0.1465,27,12004,Fully Paid,C,C3
52000,< 1 year,19750,36,house,own,0.1618,701.16,0.167,16,23488,Fully Paid,E,E2
81840,5 years,25000,36,house,own,0.1386,945.35,0.2127,5,34830,Fully Paid,G,G4
24960,10+ years,4000,36,house,rent,0.0580,120.64,0.0542,9,4343,Fully Paid,A,A1
86000,10+ years,8000,36,house,rent,0.0340,243.34,0.0599,11,8620,Fully Paid,A,A2
71000,3 years,10000,36,house,rent,0.0524,310.1,0.0729,10,11164,Fully Paid,A,A4
105000,6 years,14000,36,house,rent,0.0487,426.1,0.0603,32,14883,Fully Paid,A,A1
55000,6 years,6000,36,house,rent,0.0405,185.64,0.0714,20,6660,Fully Paid,A,A3
60000,9 years,12000,36,house,rent,0.0751,375.49,0.079,13,13510,Fully Paid,A,A4
43000,2 years,14400,36,house,rent,0.1241,444.57,0.0699,21,16004,Fully Paid,A,A3
48000,10+ years,7000,36,house,rent,0.0562,224.66,0.0963,19,7411,Fully Paid,A,A5
42000,10+ years,9600,36,house,rent,0.0855,299.33,0.0766,19,10316,Fully Paid,A,A5
58979.28,2 years,5000,36,house,rent,0.0325,159.74,0.0932,14,5761,Fully Paid,A,A4
76344,2 years,5000,36,house,rent,0.0252,160.48,0.0963,48,5777,Fully Paid,A,A5
24996,3 years,10000,36,house,rent,0.1525,317.72,0.0894,6,11435,Fully Paid,A,A5
32000,4 years,8000,36,house,rent,0.0921,245.63,0.0662,19,8839,Fully Paid,A,A2
27000,4 years,2000,36,house,rent,0.0278,62.57,0.0788,13,2252,Fully Paid,A,A5
69350,5 years,10800,36,house,rent,0.0564,325.73,0.0542,26,11426,Fully Paid,A,A1
57500,5 years,9000,36,house,rent,0.0579,277.53,0.0691,10,9247,Fully Paid,A,A5
65000,< 1 year,7000,36,house,rent,0.0405,219.36,0.08,30,7103,Fully Paid,A,A3
18000,< 1 year,5000,36,house,rent,0.1054,158.06,0.0859,7,5690,Fully Paid,A,A4
48000,< 1 year,11000,36,house,rent,0.0857,342.98,0.0766,19,12347,Fully Paid,A,A5
44000,< 1 year,9000,36,house,rent,0.0780,285.95,0.0894,18,9259,Fully Paid,A,A5
80000,1 year,12000,36,house,rent,0.0553,368.45,0.0662,24,13264,Fully Paid,A,A2
68500,2 years,8000,36,house,rent,0.0436,248.89,0.0751,30,8860,Fully Paid,A,A4
30000,3 years,6000,36,house,rent,0.0749,187.32,0.0774,30,6724,Fully Paid,A,A3
32000,< 1 year,5000,36,house,rent,0.0599,159.74,0.0932,6,5750,Fully Paid,A,A4
85000,1 year,10200,36,house,rent,0.0458,324.07,0.0894,16,11542,Fully Paid,A,A5
45000,3 years,7200,36,house,rent,0.0614,230.24,0.0938,11,7547,Fully Paid,A,A5
100000,3 years,12000,36,house,rent,0.0470,391.39,0.1074,6,13762,Fully Paid,B,B4
25000,< 1 year,2500,36,house,rent,0.0394,82.01,0.1114,10,2953,Fully Paid,B,B1
94773.24,3 years,6000,36,house,rent,0.0252,198.81,0.1183,62,6710,Fully Paid,B,B3
37850,1 year,6400,36,house,rent,0.0654,206.15,0.0988,5,7422,Fully Paid,B,B1
169000,1 year,14000,36,house,rent,0.0326,459.25,0.1114,16,16533,Fully Paid,B,B1
89000,1 year,10000,36,house,rent,0.0441,327.36,0.1099,13,10245,Fully Paid,B,B4
55000,< 1 year,14000,36,house,rent,0.1008,462.19,0.1158,23,16483,Fully Paid,B,B3
68500,4 years,10000,36,house,rent,0.0586,334.67,0.1253,23,12048,Fully Paid,B,B5
150000,1 year,15000,36,house,rent,0.0384,480.15,0.0945,9,17285,Fully Paid,B,B1
17376,1 year,6000,36,house,rent,0.1356,196.41,0.1099,8,7044,Fully Paid,B,B3
40000,10+ years,12000,36,house,rent,0.1172,390.54,0.1059,15,12826,Fully Paid,B,B2
34999,2 years,12000,36,house,rent,0.1358,396.17,0.1158,7,12117,Fully Paid,B,B3
72000,5 years,8000,36,house,rent,0.0430,258.14,0.1,11,9293,Fully Paid,B,B2
100000,< 1 year,10000,36,house,rent,0.0395,329.57,0.1146,14,11209,Fully Paid,B,B5
34500,3 years,3000,36,house,rent,0.0346,99.41,0.1183,16,3516,Fully Paid,B,B3
60000,1 year,10000,36,house,rent,0.0671,335.67,0.1273,18,10410,Fully Paid,C,C1
31200,4 years,6000,36,house,rent,0.0780,202.81,0.1322,8,6067,Fully Paid,C,C2
55164,10+ years,25000,36,house,rent,0.1838,845.02,0.1322,4,30422,Fully Paid,C,C2
66000,2 years,14000,36,house,rent,0.0858,471.65,0.1299,7,16979,Fully Paid,C,C1
65000,2 years,4200,36,house,rent,0.0268,145.17,0.1479,11,4944,Fully Paid,C,C4
122000,10+ years,14000,36,house,rent,0.0467,474.94,0.1348,47,16496,Fully Paid,C,C3
38000,10+ years,20000,36,house,rent,0.2110,668.21,0.1241,47,22708,Fully Paid,C,C3
38000,1 year,5000,36,house,rent,0.0550,174.24,0.1537,8,6272,Fully Paid,D,D5
59500,3 years,6000,36,house,rent,0.0410,203.21,0.1336,16,7315,Fully Paid,D,D1
85000,5 years,5000,36,house,rent,0.0245,173.46,0.1505,16,5657,Fully Paid,D,D4
54804,4 years,3600,36,house,rent,0.0280,127.94,0.1677,9,4664,Fully Paid,D,D2
50000,2 years,6000,36,house,rent,0.0512,213.24,0.1677,11,7676,Fully Paid,E,E2
38400,3 years,22000,36,house,rent,0.2512,803.99,0.1878,13,24088,Fully Paid,F,F3
180000,2 years,12000,36,house,mortgage,0.0257,385.13,0.0963,20,4848,Charged Off,B,B1
31000,5 years,13000,36,house,mortgage,0.1641,424.01,0.1074,5,7200,Charged Off,B,B4
82248,6 years,9750,36,house,mortgage,0.0488,334.52,0.1427,29,9140,Charged Off,C,C2
19200,4 years,1200,36,house,rent,0.0233,37.22,0.0729,10,296,Charged Off,A,A4
120000,10+ years,28000,36,house,rent,0.0930,929.87,0.1199,16,22943,Charged Off,B,B5
102000,10+ years,18000,36,house,rent,0.0699,594.25,0.1158,20,11008,Charged Off,B,B3
48000,2 years,4800,36,house,rent,0.0417,166.94,0.1523,4,1797,Charged Off,C,C5
60000,6 years,6000,36,house,rent,0.0425,212.27,0.1645,14,2125,Charged Off,E,E1
48000,< 1 year,10000,36,house,rent,0.0874,349.51,0.1558,12,3153,Charged Off,D,D3
99000,10+ years,12000,36,house,mortgage,0.0443,365.23,0.0603,25,12233,Fully Paid,A,A1
69936,10+ years,8000,36,house,mortgage,0.0428,249.44,0.0766,19,8150,Fully Paid,A,A5
64500,4 years,5000,36,house,mortgage,0.0287,154.37,0.0699,33,5526,Fully Paid,A,A3
100000,8 years,15000,36,house,mortgage,0.0367,305.76,0.0617,33,10127,Fully Paid,A,A3
42000,10+ years,9100,36,house,mortgage,0.0791,276.97,0.0603,43,9971,Fully Paid,A,A1
170000,10+ years,6000,36,house,mortgage,0.0133,187.75,0.079,15,6759,Fully Paid,A,A4
79000,1 year,5000,36,house,mortgage,0.0238,156.69,0.08,14,5530,Fully Paid,A,A3
40000,5 years,3600,36,house,mortgage,0.0336,111.97,0.0749,24,4031,Fully Paid,A,A4
78000,8 years,6250,36,house,mortgage,0.0296,192.3,0.0676,24,6923,Fully Paid,A,A2
300000,10+ years,20000,36,house,mortgage,0.0250,625.63,0.0788,59,22222,Fully Paid,A,A5
75000,10+ years,5000,36,house,mortgage,0.0258,161.32,0.0999,20,5673,Fully Paid,B,B1
300000,10+ years,35000,36,house,mortgage,0.0452,1129.19,0.0999,55,37153,Fully Paid,B,B1
84000,10+ years,5000,36,house,mortgage,0.0234,163.67,0.1099,47,5742,Fully Paid,B,B3
99000,10+ years,5000,36,house,mortgage,0.0200,164.86,0.1149,27,5936,Fully Paid,B,B4
126000,3 years,14000,36,house,mortgage,0.0430,451.68,0.0999,19,15933,Fully Paid,B,B1
201000,3 years,15000,36,house,mortgage,0.0294,491.94,0.1112,26,16347,Fully Paid,B,B3
120000,3 years,30000,36,house,mortgage,0.0989,989.14,0.1149,36,35581,Fully Paid,B,B4
365000,7 years,35000,36,house,mortgage,0.0375,1140.07,0.1065,33,41042,Fully Paid,B,B2
47000,7 years,13850,36,house,mortgage,0.1186,464.53,0.1268,36,16771,Fully Paid,C,C1
94000,10+ years,10000,36,house,mortgage,0.0438,343.09,0.1427,31,11519,Fully Paid,C,C2
55000,6 years,2500,36,house,mortgage,0.0185,84.83,0.1349,14,3054,Fully Paid,C,C1
73000,7 years,12000,36,house,mortgage,0.0702,427.18,0.1689,35,15132,Fully Paid,D,D4
305000,< 1 year,35000,36,house,mortgage,0.0495,1257.98,0.1758,30,43300,Fully Paid,D,D4
66000,10+ years,25000,36,house,mortgage,0.1693,931.13,0.2016,9,33524,Fully Paid,G,G1
82500,10+ years,10000,36,house,own,0.0441,303.27,0.0579,18,10096,Fully Paid,A,A2
125000,10+ years,15000,36,house,own,0.0451,469.36,0.079,22,16897,Fully Paid,A,A4
52000,1 year,13200,36,house,own,0.1018,441.09,0.1242,12,15865,Fully Paid,B,B4
50000,< 1 year,2800,36,house,own,0.0219,91.13,0.1059,30,3259,Fully Paid,B,B2
66000,3 years,10000,36,house,rent,0.0558,307.04,0.0662,24,11048,Fully Paid,A,A2
32000,1 year,12000,36,house,rent,0.1395,372.12,0.0729,22,13396,Fully Paid,A,A4
93000,10+ years,4000,36,house,rent,0.0156,120.64,0.0542,16,4295,Fully Paid,A,A1
21120,< 1 year,10000,36,house,rent,0.1804,317.54,0.089,9,10075,Fully Paid,A,A5
71000,10+ years,1500,36,house,rent,0.0078,46.31,0.0699,49,1667,Fully Paid,A,A3
32000,< 1 year,15000,36,house,rent,0.1861,496.14,0.1171,9,17762,Fully Paid,B,B3
71000,10+ years,15000,36,house,rent,0.0805,476.16,0.0888,15,15811,Fully Paid,B,B1
58500,2 years,3000,36,house,rent,0.0198,96.64,0.0988,4,3479,Fully Paid,B,B1
48000,2 years,6000,36,house,rent,0.0487,194.65,0.1037,9,6983,Fully Paid,B,B3
46000,6 years,4000,36,house,rent,0.0337,129.05,0.0999,21,4274,Fully Paid,B,B4
67600,7 years,16000,36,house,rent,0.0938,528.22,0.1158,11,19001,Fully Paid,B,B3
33000,9 years,5000,36,house,rent,0.0587,161.34,0.1,13,5808,Fully Paid,B,B2
35000,< 1 year,3500,36,house,rent,0.0385,112.32,0.0962,21,3528,Fully Paid,B,B3
36000,< 1 year,10000,36,house,rent,0.1093,327.91,0.1111,11,11805,Fully Paid,B,B5
28000,3 years,8000,36,house,rent,0.1136,265.18,0.1186,19,9034,Fully Paid,B,B5
180000,2 years,15000,36,house,rent,0.0334,501.23,0.1242,24,18044,Fully Paid,B,B4
108000,1 year,7000,36,house,rent,0.0258,232.15,0.1189,14,7139,Fully Paid,B,B4
90000,3 years,15000,36,house,rent,0.0663,497.22,0.1186,24,17902,Fully Paid,B,B5
67000,3 years,6000,36,house,rent,0.0347,193.58,0.0999,39,6238,Fully Paid,B,B1
